n00,n01,n10,n11,pi,pi01,pi11,lr_independence,p_value_independence,lr_coverage,p_value_coverage
903.0,24.0,24.0,4.0,0.02931937172774869,0.025889967637540454,0.14285714285714285,7.096388133818522,0.007723944619111156,17.174968702856177,0.00018642447672558154
948.0,3.0,3.0,1.0,0.004188481675392671,0.0031545741324921135,0.25,6.743940357150457,0.009406663045174528,10.926192687561446,0.004240405643062808
