Date,GARCH_VaR_95,GJR_GARCH_VaR_95,GARCH_VaR_99,GJR_GARCH_VaR_99
2023-09-18,8366.215884940071,9364.416672926716,11832.498782137074,13244.273205678006
2023-09-19,8016.850795594393,8994.456665954374,11338.385069192462,12721.031707712405
2023-09-20,7801.465560565954,8837.966147188561,11033.761621003427,12499.704180646593
2023-09-21,7754.281683621304,8858.864782696137,10967.02856341056,12529.261519662534
2023-09-22,11645.387405851367,13376.925317234669,16470.293641990782,18919.240753736733
2023-09-25,11001.73510190581,12787.1590798603,15559.963905429113,18085.123109457494
2023-09-26,10861.327975717599,12736.030993629847,15361.383427412049,18012.811681402683
2023-09-27,11529.101733282358,13569.318344654997,16305.828596147341,19191.345883935515
2023-09-28,10942.973155552203,13028.875867106617,15476.85576332192,18426.987774444515
2023-09-29,10397.244515798873,12463.017693234222,14705.021333746376,17626.683760623884
2023-10-02,9828.199587392273,11920.303656747385,13900.210232173828,16859.1129419771
2023-10-03,9760.69093331845,11885.378093510071,13804.73145442078,16809.717051391148
2023-10-04,12268.083746095032,14651.250189998182,17350.98495917727,20721.542739771277
2023-10-05,12201.425545225013,14068.715103065293,17256.708993619923,19897.65224955655
2023-10-06,11533.44070748948,13465.416397685862,16311.965290170972,19044.39537753189
2023-10-09,10972.998479906326,12880.35084712601,15519.32115254203,18216.926004319634
2023-10-10,11698.715407817203,12476.525495988004,16545.71645285207,17645.788103833722
2023-10-11,11087.88611954042,11938.038084116315,15681.808933726363,16884.195081038622
2023-10-12,11377.28491581962,11539.193488927203,16091.111174024705,16320.101558741122
2023-10-13,12296.008085490008,12981.365317167052,17390.47888527566,18359.792697000896
2023-10-16,11603.564731739407,12411.189161995677,16411.143035874305,17553.381679827242
2023-10-17,10950.456365308482,11869.26604606185,15487.439409685512,16786.92947521205
2023-10-18,10474.206418144866,11502.567601826682,14813.870020931121,16268.30086766743
2023-10-19,11084.280701419779,12383.59283960988,15676.709722074605,17514.35167444462
2023-10-20,12156.80224007138,13783.542525365696,17193.59740157557,19494.32723084607
2023-10-23,11658.33280454993,13377.750109534245,16488.602566412723,18920.407273225886
2023-10-24,11072.602342815677,12795.280152516336,15660.192796637728,18096.608897492817
2023-10-25,11455.218418686787,12355.687529032475,16201.334014368018,17474.884661166052
2023-10-26,13659.898033749425,15193.637535762324,19319.454466792606,21488.65151349458
2023-10-27,12930.73664614083,14572.500781474935,18288.187601399986,20610.1659484883
2023-10-30,12375.821083058197,14122.337434045996,17503.35993084183,19973.491335560375
2023-10-31,11878.126369783866,13518.444887834974,16799.460800137436,19119.394583115074
2023-11-01,11268.807544832365,12927.756938355486,15937.68955811749,18283.97334381614
2023-11-02,12072.719183957795,12537.530831137363,17074.677130721306,17732.069113526297
2023-11-03,14264.644673165873,12397.57701972093,20174.75917955736,17534.129767241753
2023-11-06,13910.059507632948,11931.688503293504,19673.26261324418,16875.21474770916
2023-11-07,13104.011812332483,11414.309009753702,18533.253975628748,16143.475056622256
2023-11-08,12659.021619094947,10973.357856490686,17903.895853395232,15519.829425703425
2023-11-09,12180.096773380263,10545.861450363811,17226.54330457384,14915.21310042192
2023-11-10,12885.415932556116,12092.67362022445,18224.089651302616,17102.899070732252
2023-11-13,12915.830587679337,11680.996868694621,18267.105678459226,16520.65678484056
2023-11-14,12190.656526121304,11194.034766257964,17241.47816439176,15831.936990458886
2023-11-15,14400.006866170834,11178.775494567353,20366.204512298747,15810.355511307664
2023-11-16,13562.915780949956,10701.00956080942,19182.290615904618,15134.642033782717
2023-11-17,12912.28784636373,10272.16025810243,18262.095111808918,14528.112281050053
2023-11-20,12200.463702066856,9847.809458471585,17255.348640486074,13927.944847064833
2023-11-21,11975.03782633866,9521.218470900914,16936.524522545547,13466.040980868509
2023-11-22,11307.232114122748,9144.407465260934,15992.034159737323,12933.109984746736
2023-11-23,10728.549026912227,8785.748686778985,15173.591626239297,12425.85202990126
2023-11-24,10145.261620399293,8450.085466412684,14348.637116085672,11951.117131732788
2023-11-27,9756.202754717844,8357.577472817899,13798.383737776112,11820.281311022183
2023-11-28,9507.119003941667,8078.551543230894,13446.099835681904,11425.649614036449
2023-11-29,9010.30641998996,7772.131373197029,12743.44831731255,10992.273720010748
2023-11-30,8775.966380435471,7520.336825735321,12412.016727359702,10636.155886432902
2023-12-01,8422.146908534056,7387.070815574454,11911.603096161629,10447.675225090272
2023-12-04,8743.760060787641,7239.885571534277,12366.466714874843,10239.508325645455
2023-12-05,8598.813392842654,7435.0518829689945,12161.465876321156,10515.535764349544
2023-12-06,8572.04748746038,7231.621352442283,12123.610345553816,10227.820082874028
2023-12-07,8134.894854670397,6973.298055392194,11505.337034628785,9862.468514162425
2023-12-08,7744.302863926292,6733.06934267167,10952.915328285831,9522.708461374792
2023-12-11,7358.679012824888,6502.902628907039,10407.520156648676,9197.179285727898
2023-12-12,7003.114258979147,6287.366275280575,9904.638139890782,8892.342107621816
2023-12-13,6830.421999416328,6110.438006744418,9660.396181631037,8642.109081033514
2023-12-14,9935.37917500472,6531.19443250747,14051.796368287896,9237.192923464545
2023-12-15,10957.121982892466,6647.830357034297,15496.86671983736,9402.153337335933
2023-12-18,10361.363174419404,6426.744620676088,14654.27366789445,9089.467561331108
2023-12-19,9837.531973155326,6296.868566546231,13913.409203452411,8905.781379495113
2023-12-20,9640.029395675383,6166.890968003757,13634.077539096596,8721.951581458534
2023-12-21,9399.357084453126,6488.546291237905,13293.690096482584,9176.874843394326
2023-12-22,8944.376484414146,6284.044677356264,12650.202351258595,8887.644308289997
2023-12-25,8473.223221922395,6081.936321540242,11983.841300897831,8601.798603739433
2023-12-26,8033.799405543329,5891.9754377890895,11362.355811680794,8333.133300745605
2023-12-27,7733.490416109652,5735.864763476795,10937.623077000202,8112.342994939139
2023-12-28,8054.381739340609,5702.764524857902,11391.465799151743,8065.528695794466
2023-12-29,7673.071134733306,5577.067291466762,10852.17093434272,7887.752699875457
2024-01-01,7820.894083222781,6280.716337928913,11061.239751359763,8882.936974321772
2024-01-02,7436.531144487745,6085.9880321524315,10517.627912144893,8607.529015378772
2024-01-03,7608.143956018919,6682.502249284078,10760.343186453914,9451.190456203307
2024-01-04,7709.554094895301,7115.555578355486,10903.76948111972,10063.6660436504
2024-01-05,8184.322103148996,8005.081208559538,11575.242935393331,11321.739117645018
2024-01-08,7857.976245991806,7807.71573702648,11113.685761818724,11042.601364846334
2024-01-09,9035.899607490981,7746.383057770534,12779.645250800957,10955.85738613697
2024-01-10,8697.82150120133,7648.998500621607,12301.494933386795,10818.124548530197
2024-01-11,8249.549619358528,7365.75094055344,11667.49545633299,10417.522118991783
2024-01-12,7885.245682443451,7107.619779727512,11152.253446186576,10052.442292208623
2024-01-15,7493.868643718572,6859.021370832946,10598.721431503005,9700.844818399564
2024-01-16,7148.722158745829,6645.676218941145,10110.574171228462,9399.106698722453
2024-01-17,7904.596801334603,7869.149194313087,11179.622102919986,11129.487875847652
2024-01-18,7947.906689021413,8116.706492781423,11240.8761035765,11479.61288731294
2024-01-19,7580.406491730497,7810.459960738232,10721.113561384938,11046.482572811055
2024-01-22,8025.075578197838,7630.6060356683865,11350.017536185549,10792.111734355603
2024-01-23,7747.318862728566,7366.878718212105,10957.180912947479,10419.117156456292
2024-01-24,7407.603438164718,7151.918804084853,10476.714905052475,10115.095247734387
2024-01-25,7129.646171338302,6994.411061693245,10083.59463820279,9892.329041882505
2024-01-26,7231.984528380621,6812.965079552215,10228.333729534263,9635.706526729373
2024-01-29,6989.021568725068,6706.290821568282,9884.706579127622,9484.835087952331
2024-01-30,7608.248824912163,6620.708327322185,10760.491504530888,9363.794133132833
2024-01-31,7289.828443471175,6407.483793286047,10310.143482506937,9062.22660559079
2024-02-01,7524.895030941781,7009.421358532071,10642.602643042574,9913.558391149554
2024-02-02,9335.76495527907,7115.207674035736,13203.75053463599,10063.17399593177
2024-02-05,8839.44745135884,6864.714683343936,12501.799217402979,9708.896978931765
2024-02-06,9937.609312691799,8997.467171829565,14054.9504945774,12725.289523622454
2024-02-07,9553.065832640143,8661.518195131037,13511.083312333087,12250.150474820104
2024-02-08,9140.942295775338,8335.907444755452,12928.209129415949,11789.632976795077
2024-02-09,8696.801413201414,8061.760839593809,12300.052203461739,11401.90220145836
2024-02-12,8301.867820191856,7763.171304257923,11741.490086182106,10979.60132352135
2024-02-13,7874.734208513985,7471.842551889121,11137.386868013189,10567.569509495308
2024-02-14,10167.610504423857,10659.929217365245,14380.245569254901,15076.5413200959
2024-02-15,9899.316883794296,10248.318960660197,14000.792781636912,14494.39307910385
2024-02-16,9731.5523440554,9870.19957790786,13763.520191561918,13959.611620263755
2024-02-19,9433.132990404329,9735.377220618917,13341.460004829392,13768.929787477451
2024-02-20,8927.102700779162,9334.25074180238,12625.771709420653,13201.608953619527
2024-02-21,8615.400505194815,9136.632847836669,12184.925345859758,12922.114194957257
2024-02-22,8200.344345544403,8802.080530182502,11597.903498572445,12448.950467694387
2024-02-23,9904.487581164725,8749.10996631535,14008.105797602533,12374.033188357209
2024-02-26,9607.116601271438,8440.82262965874,13587.528345882201,11938.01652494502
2024-02-27,9252.752343553679,8333.155524273561,13086.34421370769,11785.740883141465
2024-02-28,8776.174836641916,8028.056784971182,12412.311550950537,11354.233913816728
2024-02-29,8323.521592059378,7723.159703406891,11772.11542896251,10923.012152879292
2024-03-01,8096.0911839953205,7465.312821981797,11450.456262686024,10558.334387877758
2024-03-04,8223.503420850664,7274.270503742504,11630.657820732598,10288.139591449879
2024-03-05,7841.376791003075,7058.373249478669,11090.208835853682,9982.791984685144
2024-03-06,7463.653282364982,6824.8131712495415,10555.987269327996,9652.463508919089
2024-03-07,7391.129073063713,6634.833498167756,10453.41489610279,9383.771631816384
2024-03-08,7526.797792806015,6489.174692205974,10645.293755458375,9177.76360287551
2024-03-11,7336.149180986536,6519.370789300237,10375.655785533305,9220.470519240927
2024-03-12,7006.0180643869035,6331.649034301173,9908.745047293529,8954.97205877143
2024-03-13,6778.089164190919,6143.208754591851,9586.380854081925,8688.457375092297
2024-03-14,6625.283760001034,6157.617141397767,9370.265254885462,8708.835431513295
2024-03-15,6972.6230779777015,6816.340780966067,9861.513880724226,9640.480845658933
2024-03-18,7212.1347758179045,7295.585895251008,10200.259845683517,10318.286356431065
2024-03-19,6918.326837274878,7039.755521714976,9784.7216713399,9956.460577018912
2024-03-20,6786.940837948252,6818.661913921107,9598.899945197187,9643.763668292419
2024-03-21,6796.074219808227,6629.621505668288,9611.817461457971,9376.40021136171
2024-03-22,6703.365536144891,6438.790639373492,9480.697800953558,9106.50447545416
2024-03-25,6394.485130421188,6226.572375468929,9043.84234864199,8806.360134962286
2024-03-26,6528.535974606488,6550.344773091782,9233.4330157227,9264.277615607054
2024-03-27,6232.879064023169,6331.120762416582,8815.279804937774,8954.224913763815
2024-03-28,6928.590958501952,6265.131110764363,9799.238413865954,8860.89449012341
2024-03-29,6629.679620706238,6093.309654253501,9376.482404568917,8617.884125237953
2024-04-01,6339.845386007689,5915.226200117869,8966.56431540443,8366.017297611412
2024-04-02,7092.900207213621,7088.875143762258,10031.624119902348,10025.931395851083
2024-04-03,7539.386640305735,7810.131070009739,10663.098402715576,11046.017416377386
2024-04-04,7175.36030030639,7517.50223292418,10148.249003184581,10632.146867726362
2024-04-05,7025.472558500058,7461.752806585765,9936.259909576174,10553.29939016586
2024-04-08,6699.149339566252,7189.223046550014,9474.734753672912,10167.855349745638
2024-04-09,6392.389443880245,6931.94103363331,9040.878379174255,9803.976489055147
2024-04-10,6392.683109831181,6727.73262943771,9041.293716532817,9515.160646005226
2024-04-11,8860.565756590584,9788.499756803862,12531.667239501863,13844.062004163836
2024-04-12,8394.277610095549,9384.414080964969,11872.187015538337,13272.555921485571
2024-04-15,8578.757039758537,9695.240047620413,12133.099793410345,13712.163017750872
2024-04-16,10605.347573846659,12115.719784628462,14999.345460062783,17135.49370084863
2024-04-17,10218.763762081113,11801.86790269653,14452.592597738992,16691.60699486296
2024-04-18,9658.211089780647,11291.222854467569,13659.792256038694,15969.391958295473
2024-04-19,9202.080349239885,10871.369119399558,13014.67784515441,15375.58480854087
2024-04-22,8992.20938406107,10701.195147475895,12717.853334044867,15134.90451254674
2024-04-23,8769.420538144484,10278.829952089702,12402.758817690461,14537.545356536864
2024-04-24,8813.63300006502,9909.631586614601,12465.289346309943,14015.38106267554
2024-04-25,8407.870558065062,9556.028599600326,11891.411781251645,13515.273610184619
2024-04-26,8328.093723499893,9549.605073247587,11778.581881710761,13506.188694281049
2024-04-29,8608.959183629127,9246.907043496609,12175.815261846918,13078.077094288623
2024-04-30,8361.514076337033,8899.360868406135,11825.848924503178,12586.53590648626
2024-05-01,9779.413244174844,10745.344334759879,13831.21077595082,15197.345550640252
2024-05-02,9257.535614552942,10296.908329325568,13093.109285163151,14563.113950458934
2024-05-03,9433.506382702632,9950.988713420786,13341.988100682483,14073.873236353218
2024-05-06,10134.924896616554,9702.22227374057,14334.017690379635,13722.03811339741
2024-05-07,10161.564368121226,9388.188903683807,14371.694403301091,13277.894725293378
2024-05-08,9670.80845277557,9016.589333971444,13677.608946923267,12752.334362456091
2024-05-09,9245.297972510782,8775.94692418207,13075.80135448678,12411.989210009226
2024-05-10,8987.545581079237,8462.76926118921,12711.257228486318,11969.056064735498
2024-05-13,8521.478119368958,8140.20913730196,12052.089123225294,11512.853125969326
2024-05-14,8078.831425429729,7827.354787387716,11426.045456771375,11070.377248552602
2024-05-15,7955.491966779721,7574.750432108242,11251.604106663166,10713.114088324184
2024-05-16,9315.509751851725,7567.303061099686,13175.103213890008,10702.581129385424
2024-05-17,8818.941382198895,7288.318380832486,12472.797092464003,10308.007772099869
2024-05-20,8432.230303887172,7129.832885928782,11925.864234635275,10083.85871221126
2024-05-21,8002.056006121808,6880.927163110908,11317.460516106106,9731.826598455864
2024-05-22,7675.928681181819,6655.41408165424,10856.212416816628,9412.879143789374
2024-05-23,7344.5061507945675,6492.198622063564,10387.475207412424,9182.040404580042
2024-05-24,7812.8158776722585,7412.787040257814,11049.814591089818,10484.046172413633
2024-05-27,7655.330282523437,7177.31119422446,10827.079708506051,10151.008189682649
2024-05-28,7275.732026361525,6920.45229123859,10290.20665078082,9787.727741441724
2024-05-29,7262.593461713699,7110.270438480103,10271.624528070566,10056.191169466065
2024-05-30,8048.736931058366,8296.804370990043,11383.482239075882,11734.328753348022
2024-05-31,7697.6842576839235,8036.751677448306,10886.981743834502,11366.531266175469
2024-06-03,8155.962408651529,7845.494209593519,11535.133278265419,11096.032179540602
2024-06-04,8210.772754111065,7618.986273093426,11612.652595818041,10775.67768240095
2024-06-05,8170.821416260079,7394.226281148189,11556.148656286972,10457.795336602005
2024-06-06,8658.851699014795,7266.992298694632,12246.37919847702,10277.845887157582
2024-06-07,8224.385620713298,7025.014688985395,11631.90553283372,9935.612335983868
2024-06-10,8467.533715520238,7723.447592244204,11975.794523417982,10923.41931955581
2024-06-11,8186.705087388597,7638.818060585455,11578.613235478906,10803.726157909388
2024-06-12,8000.8656206334,7390.463727276169,11315.776931193217,10452.473884858386
2024-06-13,8136.803002172234,7203.970595305394,11508.035764054626,10188.713089384135
2024-06-14,8426.592581209115,7058.230640689007,11917.890695864633,9982.590290352458
2024-06-17,8008.879976015256,6811.900377583301,11327.111786951138,9634.200698416576
2024-06-18,7602.927283591093,6576.583895287662,10752.965147087256,9301.388106861048
2024-06-19,7581.635084202646,6414.204249521014,10722.851183164052,9071.731475093236
2024-06-20,7209.756236776835,6205.183682183376,10196.895832527058,8776.10969787897
2024-06-21,7127.291883502421,6373.75111651932,10080.264923988627,9014.517837104548
2024-06-24,6864.257737069149,6262.6685163926495,9708.250711095234,8857.411595908758
2024-06-25,6573.537349742613,6094.832636369393,9297.079319358158,8620.038107908178
2024-06-26,6454.1747553165,5932.500616038009,9128.262524214002,8390.448833702314
2024-06-27,6618.2551158622055,6349.282092220705,9360.324509349302,8979.910829086188
2024-06-28,6337.783596512058,6146.450394460145,8963.64828717475,8693.042088219621
2024-07-01,7240.268077905797,7454.539496390942,10240.049311706229,10543.097467902646
2024-07-02,7224.881504506677,7576.258699792358,10218.287787319308,10715.247260092745
2024-07-03,7432.778838206972,7371.797391321,10512.320953765133,10426.07372969934
2024-07-04,7745.483836471804,7200.852569040051,10954.585600293953,10184.303205334436
2024-07-05,7361.519527588629,6943.068370193048,10411.53755088579,9819.714093499295
2024-07-08,7541.00807114665,6781.36448563576,10665.391623296338,9591.013203705717
2024-07-09,7191.724249563176,6552.224855826789,10171.392848898677,9266.936652497596
2024-07-10,6874.368945089038,6364.196818175804,9722.55118555426,9001.005010628562
2024-07-11,7104.2286201303095,6241.871014802192,10047.646110475356,8827.997292521779
2024-07-12,6810.783264314357,6097.123400401668,9632.620743801961,8623.27797919465
2024-07-15,6964.890491093198,5981.584849919756,9850.577535529217,8459.86960237664
2024-07-16,6745.026250676032,5942.42714268887,9539.619344544137,8404.488109776768
2024-07-17,7449.606141005866,5928.490137133705,10536.120129236208,8384.776736854275
2024-07-18,8096.161567848864,7259.125430000296,11450.555807913257,10266.719624636371
2024-07-19,8296.249711954737,7832.44676043589,11733.544288489595,11077.578923206931
2024-07-22,8538.523719716755,8410.844273217263,12076.197041085648,11895.617563340076
2024-07-23,8344.1146233548,8118.86611917402,11801.240546109224,11482.667288133061
2024-07-24,7972.278620685593,7873.196966991186,11275.345791629119,11135.212717991659
2024-07-25,11285.700698194734,12210.226772199185,15961.58186729714,17269.15673688706
2024-07-26,10660.956445749276,11684.845936351025,15077.994148802472,16526.100594680414
2024-07-29,10877.22850168357,11284.04929536953,15383.871844722242,15959.246256767032
2024-07-30,10303.514931203807,10805.310038362884,14572.457793571928,15282.156189597084
2024-07-31,9823.36645999256,10442.24459278347,13893.37464785978,14768.665801381354
2024-08-01,10896.929611581862,10221.859719344804,15411.735500416078,14456.971269178504
2024-08-02,10600.10229157976,10199.315847731525,14991.926957254747,14425.087041341523
2024-08-05,10029.346391058003,9789.147797040527,14184.69599516852,13844.978539837379
2024-08-06,11178.360057698324,11557.599168852365,15809.767951015838,16346.13306310272
2024-08-07,10595.896713809592,11105.755582787277,14985.978928357565,15707.08205660698
2024-08-08,10563.00335332828,11291.514550386559,14939.457220910817,15969.80450940026
2024-08-09,11142.984036435511,10962.198848338461,15759.734969048137,15504.047027521623
2024-08-12,10789.286882189002,10534.243860860455,15259.494334043638,14898.782121883909
2024-08-13,10200.611610724221,10092.213596660134,14426.919663669694,14273.610283773312
2024-08-14,11086.217161227532,9880.913818318106,15679.448494134998,13974.764974940384
2024-08-15,10695.740788718207,9508.234147834331,15127.190308867888,13447.677004970063
2024-08-16,10597.186295002697,9197.232908737999,14987.802807648599,13007.82201754682
2024-08-19,10024.843204632787,8828.126855332783,14178.327052671111,12485.788282407564
2024-08-20,10123.38224170889,8579.50157940777,14317.69269327032,12134.152810044625
2024-08-21,9644.30018028427,8254.978168704818,13640.117791270148,11675.17315726877
2024-08-22,9198.719383805184,7948.70284771472,13009.92436760138,11242.00212600988
2024-08-23,9439.259040603272,8682.647723364673,13350.124194531787,12280.034369824738
2024-08-26,9514.745018612195,8428.380591615034,13456.88545376092,11920.41951310309
2024-08-27,9021.747328898446,8120.566455047105,12759.629413113564,11485.072105606603
2024-08-28,8551.234480497405,7815.3673539041265,12094.174112622592,11053.423192615457
2024-08-29,8313.561878813214,7791.852833326048,11758.029216453002,11020.166157424253
2024-08-30,7981.356752495243,7615.818325557902,11288.185166689369,10771.197193746168
2024-09-02,7579.3157084391905,7333.495180171423,10719.570845760161,10371.902181533062
2024-09-03,7227.112102851408,7089.713774875176,10221.44256512572,10027.117487838035
2024-09-04,7456.133354568524,7562.233720264159,10545.351691939473,10695.411463901346
2024-09-05,7175.751161645279,7295.184719313273,10148.801805835144,10317.718965646514
