portfolio_return,portfolio_loss,portfolio_value,portfolio_value_before,portfolio_value_after,loss_percentage
-0.08400000000000002,84000.00000000001,1000000.0,1000000.0,915999.9999999999,0.08400000000000002
-0.125,125000.0,1000000.0,1000000.0,875000.0,0.125
