mean_daily_return,daily_volatility,annualized_return,annualized_volatility,worst_daily_return,worst_daily_loss,max_drawdown
0.00027902450314203504,0.0059856352863820765,0.07031417479179283,0.09501901443899913,-0.055616367413370886,55616.367413370885,-0.2757953580557967
