observations,cumulative_return,annualized_volatility,worst_daily_return,worst_daily_loss,maximum_drawdown,cumulative_pnl,worst_daily_loss_dollars,maximum_drawdown_dollars
316,-0.1914971860431569,0.21062714069533814,-0.055616367413370886,0.055616367413370886,-0.2751135833436502,-191497.18604315692,55616.367413370885,-275113.5833436502
85,0.032168350405415325,0.22964323789298347,-0.04695136717918861,0.04695136717918861,-0.14627258698788892,32168.350405415324,46951.36717918861,-146272.5869878889
260,-0.19178407524209473,0.13923822466793598,-0.03083144769528682,0.03083144769528682,-0.2367502701451767,-191784.07524209472,30831.44769528682,-236750.27014517668
