Confidence_Level,LR_Independence,p_value_Independence,LR_Conditional_Coverage,p_value_Conditional_Coverage
0.95,7.096388133818522,0.007723944619111156,17.174968702856177,0.00018642447672558154
0.99,6.743940357150457,0.009406663045174528,10.926192687561446,0.004240405643062808
