Date,SPY,EURUSD,TLT
2005-01-03,81.17459106445312,1.3470009565353394,43.71549987792969
2005-01-04,80.18272399902344,1.3281975984573364,43.25737762451172
2005-01-05,79.62938690185547,1.3280036449432373,43.48890686035156
2005-01-06,80.03423309326172,1.3183046579360962,43.51848220825195
2005-01-07,79.9195556640625,1.3060967922210693,43.61701583862305
2005-01-10,80.29743957519531,1.310994029045105,43.68598556518555
2005-01-11,79.74408721923828,1.3116990327835083,43.9421501159668
2005-01-12,80.00724029541016,1.3255919218063354,44.001258850097656
2005-01-13,79.36621856689453,1.3211086988449097,44.424957275390625
2005-01-14,79.78457641601562,1.3098949193954468,44.419986724853516
2005-01-17,79.78457641601562,1.3051081895828247,44.419986724853516
2005-01-18,80.61451721191406,1.3017951250076294,44.567779541015625
2005-01-19,79.77110290527344,1.3003056049346924,44.695865631103516
2005-01-20,79.28524017333984,1.29629385471344,44.78449249267578
2005-01-21,78.79943084716797,1.299899935722351,44.83379364013672
2005-01-24,78.64424896240234,1.3039000034332275,45.02593994140625
2005-01-25,78.86688232421875,1.2971009016036987,44.602264404296875
2005-01-26,79.10304260253906,1.307805061340332,44.68600082397461
2005-01-27,79.23800659179688,1.304103970527649,44.602264404296875
2005-01-28,79.23800659179688,1.3044953346252441,45.05050277709961
2005-01-31,79.7306137084961,1.305193305015564,45.17865753173828
2005-02-01,80.23667907714844,1.3039000034332275,45.106903076171875
2005-02-02,80.47955322265625,1.3032032251358032,45.21075439453125
2005-02-03,80.27043151855469,1.2972019910812378,45.186038970947266
2005-02-04,81.12739562988281,1.2857933044433594,45.81401443481445
2005-02-07,81.0193862915039,1.2764055728912354,46.15522384643555
2005-02-08,81.11388397216797,1.2769924402236938,46.417274475097656
2005-02-09,80.50656127929688,1.281295657157898,46.540958404541016
2005-02-10,80.79671478271484,1.287597894668579,45.91294479370117
2005-02-11,81.49176788330078,1.2856941223144531,45.88325500488281
2005-02-14,81.4310302734375,1.2973029613494873,46.02669906616211
2005-02-15,81.73469543457031,1.3016934394836426,45.79426956176758
2005-02-16,81.78865814208984,1.3023037910461426,45.62118911743164
2005-02-17,81.12739562988281,1.307497262954712,45.33436965942383
2005-02-18,81.23533630371094,1.3068991899490356,44.92893600463867
2005-02-21,81.23533630371094,1.3064039945602417,44.92893600463867
2005-02-22,80.02751159667969,1.3261016607284546,44.731109619140625
2005-02-23,80.6010513305664,1.3203063011169434,44.879459381103516
2005-02-24,81.13410949707031,1.3183046579360962,44.78052520751953
2005-02-25,81.93709564208984,1.3246086835861206,44.99815368652344
2005-02-28,81.39726257324219,1.3217023611068726,44.5135498046875
2005-03-01,81.80213928222656,1.3171932697296143,44.49966812133789
2005-03-02,81.76164245605469,1.3135944604873657,44.44011688232422
2005-03-03,81.79537200927734,1.3105987310409546,44.41534423828125
2005-03-04,82.81427764892578,1.3246963024139404,44.89649200439453
2005-03-07,82.8547592163086,1.3221917152404785,45.075096130371094
2005-03-08,82.54439544677734,1.3352025747299194,44.6484489440918
2005-03-09,81.62670135498047,1.3377031087875366,43.9193000793457
2005-03-10,81.80889129638672,1.3437970876693726,44.187171936035156
2005-03-11,81.23533630371094,1.3472912311553955,43.86476516723633
2005-03-14,81.74141693115234,1.3365052938461304,44.12761306762695
2005-03-15,81.0666275024414,1.3310085535049438,43.84987258911133
2005-03-16,80.37838745117188,1.3410937786102295,44.11769485473633
2005-03-17,80.54031372070312,1.3379000425338745,44.26156997680664
2005-03-18,80.3011703491211,1.332196593284607,43.9837532043457
2005-03-21,80.0031509399414,1.3161011934280396,43.859779357910156
2005-03-22,79.19021606445312,1.3077024221420288,43.487728118896484
2005-03-23,79.25792694091797,1.299291968345642,43.69606399536133
2005-03-24,79.35279846191406,1.2931926250457764,43.785369873046875
2005-03-25,79.35279846191406,1.2956053018569946,43.785369873046875
2005-03-28,79.46794891357422,1.289507269859314,43.51750946044922
2005-03-29,78.93958282470703,1.2937949895858765,43.77544403076172
2005-03-30,80.05731201171875,1.2915056943893433,43.99372100830078
2005-03-31,79.90827941894531,1.2966973781585693,44.31114959716797
2005-04-01,79.54926300048828,1.2909055948257446,44.46054458618164
2005-04-04,79.68472290039062,1.285000205039978,44.450584411621094
2005-04-05,80.0640869140625,1.2857933044433594,44.336082458496094
2005-04-06,80.34182739257812,1.2867032289505005,44.490379333496094
2005-04-07,80.7753677368164,1.285000205039978,44.131893157958984
2005-04-08,79.93535614013672,1.2934937477111816,44.286293029785156
2005-04-11,79.996337890625,1.2971009016036987,44.52524185180664
2005-04-12,80.40955352783203,1.2915056943893433,44.93845748901367
2005-04-13,79.46117401123047,1.291205644607544,44.82896423339844
2005-04-14,78.42474365234375,1.2794922590255737,44.75925064086914
2005-04-15,77.32730102539062,1.2870012521743774,45.35174560546875
2005-04-18,77.56443786621094,1.3017951250076294,45.31688690185547
2005-04-19,78.18086242675781,1.3065063953399658,45.755001068115234
2005-04-20,77.0902328491211,1.3086949586868286,45.640499114990234
2005-04-21,78.58734130859375,1.3046995401382446,45.16252899169922
2005-04-22,78.28923797607422,1.3061991930007935,45.54093933105469
2005-04-25,78.8041000366211,1.2993931770324707,45.67536544799805
2005-04-26,78.03865051269531,1.2984988689422607,45.60565948486328
2005-04-27,78.34346771240234,1.2921065092086792,45.76494216918945
